"id","country","age","month","visitors"
"24955","Bulgaria","61+","1/1/2015",21
"24956","Poland","Total","1/1/2015",1358
"24957","Poland","0-20","1/1/2015",20
"24958","Poland","21-30","1/1/2015",245
"24959","Poland","31-40","1/1/2015",380
"24960","Poland","41-50","1/1/2015",192
"24961","Poland","51-60","1/1/2015",152
"24962","Poland","61+","1/1/2015",63
"24963","Australia","Total","1/1/2015",14002
"24964","Australia","0-20","1/1/2015",1039
"24965","Australia","21-30","1/1/2015",1560
"24966","Australia","31-40","1/1/2015",2443
"24967","Australia","41-50","1/1/2015",2380
"24968","Australia","51-60","1/1/2015",2472
"24969","Australia","61+","1/1/2015",2605
"24970","New Zealand","Total","1/1/2015",2538
"24971","New Zealand","0-20","1/1/2015",194
"24972","New Zealand","21-30","1/1/2015",385
"24973","New Zealand","31-40","1/1/2015",503
"24974","New Zealand","41-50","1/1/2015",411
"24975","New Zealand","51-60","1/1/2015",469
"24976","New Zealand","61+","1/1/2015",401
"24977","South Africa Union","Total","1/1/2015",1169
"24978","South Africa Union","0-20","1/1/2015",24
"24979","South Africa Union","21-30","1/1/2015",200
"24980","South Africa Union","31-40","1/1/2015",237
"24981","South Africa Union","41-50","1/1/2015",218
"24982","South Africa Union","51-60","1/1/2015",140
"24983","South Africa Union","61+","1/1/2015",79
"24984","Total","Total","1/1/2015",1383704
"24985","Total","0-20","1/1/2015",70128
"24986","Total","21-30","1/1/2015",281296
"24987","Total","31-40","1/1/2015",266510
"24988","Total","41-50","1/1/2015",220854
"24989","Total","51-60","1/1/2015",220973
"24990","Total","61+","1/1/2015",164203
"24991","Japan","Total","1/1/2015",164685
"24992","Japan","0-20","1/1/2015",9291
"24993","Japan","21-30","1/1/2015",31327
"24994","Japan","31-40","1/1/2015",30448
"24995","Japan","41-50","1/1/2015",36505
"24996","Japan","51-60","1/1/2015",31070
"24997","Japan","61+","1/1/2015",24339
"24998","Taiwan","Total","1/1/2015",47463
"24999","Taiwan","0-20","1/1/2015",2519
"25000","Taiwan","21-30","1/1/2015",10184
"25001","Taiwan","31-40","1/1/2015",14056
"25002","Taiwan","41-50","1/1/2015",8759
"25003","Taiwan","51-60","1/1/2015",6652
"25004","Taiwan","61+","1/1/2015",4659
"25005","Hong Kong","Total","1/1/2015",47329
"25006","Hong Kong","0-20","1/1/2015",1631
"25007","Hong Kong","21-30","1/1/2015",10754
"25008","Hong Kong","31-40","1/1/2015",10492
"25009","Hong Kong","41-50","1/1/2015",9530
"25010","Hong Kong","51-60","1/1/2015",9533
"25011","Hong Kong","61+","1/1/2015",4782
"25012","Thailand","Total","1/1/2015",31627
"25013","Thailand","0-20","1/1/2015",1863
"25014","Thailand","21-30","1/1/2015",7921
"25015","Thailand","31-40","1/1/2015",8110
"25016","Thailand","41-50","1/1/2015",4570
"25017","Thailand","51-60","1/1/2015",3064
"25018","Thailand","61+","1/1/2015",1779
"25019","Malaysia","Total","1/1/2015",28090
"25020","Malaysia","0-20","1/1/2015",4171
"25021","Malaysia","21-30","1/1/2015",7367
"25022","Malaysia","31-40","1/1/2015",6441
"25023","Malaysia","41-50","1/1/2015",4443
"25024","Malaysia","51-60","1/1/2015",2815
"25025","Malaysia","61+","1/1/2015",1321
"25026","Philippines","Total","1/1/2015",34745
"25027","Philippines","0-20","1/1/2015",1201
"25028","Philippines","21-30","1/1/2015",4098
"25029","Philippines","31-40","1/1/2015",4245
"25030","Philippines","41-50","1/1/2015",2743
"25031","Philippines","51-60","1/1/2015",1867
"25032","Philippines","61+","1/1/2015",807
"25033","Indonesia","Total","1/1/2015",16513
"25034","Indonesia","0-20","1/1/2015",726
"25035","Indonesia","21-30","1/1/2015",2602
"25036","Indonesia","31-40","1/1/2015",2649
"25037","Indonesia","41-50","1/1/2015",1982
"25038","Indonesia","51-60","1/1/2015",1379
"25039","Indonesia","61+","1/1/2015",579
"25040","Singapore","Total","1/1/2015",18224
"25041","Singapore","0-20","1/1/2015",3053
"25042","Singapore","21-30","1/1/2015",3282
"25043","Singapore","31-40","1/1/2015",3455
"25044","Singapore","41-50","1/1/2015",3849
"25045","Singapore","51-60","1/1/2015",2319
"25046","Singapore","61+","1/1/2015",1107
"25047","Myanmar","Total","1/1/2015",4902
"25048","Myanmar","0-20","1/1/2015",56
"25049","Myanmar","21-30","1/1/2015",769
"25050","Myanmar","31-40","1/1/2015",590
"25051","Myanmar","41-50","1/1/2015",341
"25052","Myanmar","51-60","1/1/2015",129
"25053","Myanmar","61+","1/1/2015",26
"25054","Vietnam","Total","1/1/2015",16257
"25055","Vietnam","0-20","1/1/2015",772
"25056","Vietnam","21-30","1/1/2015",3577
"25057","Vietnam","31-40","1/1/2015",3866
"25058","Vietnam","41-50","1/1/2015",2447
"25059","Vietnam","51-60","1/1/2015",2065
"25060","Vietnam","61+","1/1/2015",778
"25061","India","Total","1/1/2015",11644
"25062","India","0-20","1/1/2015",215
"25063","India","21-30","1/1/2015",1553
"25064","India","31-40","1/1/2015",2116
"25065","India","41-50","1/1/2015",1242
"25066","India","51-60","1/1/2015",572
"25067","India","61+","1/1/2015",176
"25068","Sri Lanka","Total","1/1/2015",1168
"25069","Sri Lanka","0-20","1/1/2015",9
"25070","Sri Lanka","21-30","1/1/2015",280
"25071","Sri Lanka","31-40","1/1/2015",354
"25072","Sri Lanka","41-50","1/1/2015",137
"25073","Sri Lanka","51-60","1/1/2015",71
"25074","Sri Lanka","61+","1/1/2015",25
"25075","Pakistan","Total","1/1/2015",1129
"25076","Pakistan","0-20","1/1/2015",50
"25077","Pakistan","21-30","1/1/2015",301
"25078","Pakistan","31-40","1/1/2015",399
"25079","Pakistan","41-50","1/1/2015",176
"25080","Pakistan","51-60","1/1/2015",109
"25081","Pakistan","61+","1/1/2015",34
"25082","Bangladesh","Total","1/1/2015",1128
"25083","Bangladesh","0-20","1/1/2015",31
"25084","Bangladesh","21-30","1/1/2015",318
"25085","Bangladesh","31-40","1/1/2015",337
"25086","Bangladesh","41-50","1/1/2015",163
"25087","Bangladesh","51-60","1/1/2015",126
"25088","Bangladesh","61+","1/1/2015",35
"25089","Mongolia","Total","1/1/2015",7663
"25090","Mongolia","0-20","1/1/2015",503
"25091","Mongolia","21-30","1/1/2015",2178
"25092","Mongolia","31-40","1/1/2015",2497
"25093","Mongolia","41-50","1/1/2015",1573
"25094","Mongolia","51-60","1/1/2015",658
"25095","Mongolia","61+","1/1/2015",233
"25096","China","Total","1/1/2015",507579
"25097","China","0-20","1/1/2015",18439
"25098","China","21-30","1/1/2015",131648
"25099","China","31-40","1/1/2015",107687
"25100","China","41-50","1/1/2015",76296
"25101","China","51-60","1/1/2015",76299
"25102","China","61+","1/1/2015",51051
"25103","Iran","Total","1/1/2015",512
"25104","Iran","0-20","1/1/2015",9
"25105","Iran","21-30","1/1/2015",86
"25106","Iran","31-40","1/1/2015",192
"25107","Iran","41-50","1/1/2015",124
"25108","Iran","51-60","1/1/2015",69
"25109","Iran","61+","1/1/2015",21
"25110","Israel","Total","1/1/2015",982
"25111","Israel","0-20","1/1/2015",18
"25112","Israel","21-30","1/1/2015",109
"25113","Israel","31-40","1/1/2015",236
"25114","Israel","41-50","1/1/2015",223
"25115","Israel","51-60","1/1/2015",173
"25116","Israel","61+","1/1/2015",193
"25117","Turkey","Total","1/1/2015",2070
"25118","Turkey","0-20","1/1/2015",28
"25119","Turkey","21-30","1/1/2015",242
"25120","Turkey","31-40","1/1/2015",499
"25121","Turkey","41-50","1/1/2015",348
"25122","Turkey","51-60","1/1/2015",154
"25123","Turkey","61+","1/1/2015",70
"25124","Uzbekistan","Total","1/1/2015",4570
"25125","Uzbekistan","0-20","1/1/2015",272
"25126","Uzbekistan","21-30","1/1/2015",1461
"25127","Uzbekistan","31-40","1/1/2015",1467
"25128","Uzbekistan","41-50","1/1/2015",703
"25129","Uzbekistan","51-60","1/1/2015",341
"25130","Uzbekistan","61+","1/1/2015",99
"25131","Kazakhstan","Total","1/1/2015",2518
"25132","Kazakhstan","0-20","1/1/2015",251
"25133","Kazakhstan","21-30","1/1/2015",623
"25134","Kazakhstan","31-40","1/1/2015",580
"25135","Kazakhstan","41-50","1/1/2015",407
"25136","Kazakhstan","51-60","1/1/2015",343
"25137","Kazakhstan","61+","1/1/2015",201
"25138","USA","Total","1/1/2015",62273
"25139","USA","0-20","1/1/2015",4832
"25140","USA","21-30","1/1/2015",8593
"25141","USA","31-40","1/1/2015",10687
"25142","USA","41-50","1/1/2015",11732
"25143","USA","51-60","1/1/2015",12863
"25144","USA","61+","1/1/2015",9640
"25145","Canada","Total","1/1/2015",12345
"25146","Canada","0-20","1/1/2015",660
"25147","Canada","21-30","1/1/2015",1957
"25148","Canada","31-40","1/1/2015",2113
"25149","Canada","41-50","1/1/2015",2103
"25150","Canada","51-60","1/1/2015",2773
"25151","Canada","61+","1/1/2015",2110
"25152","Mexico","Total","1/1/2015",1152
"25153","Mexico","0-20","1/1/2015",37
"25154","Mexico","21-30","1/1/2015",345
"25155","Mexico","31-40","1/1/2015",273
"25156","Mexico","41-50","1/1/2015",169
"25157","Mexico","51-60","1/1/2015",120
"25158","Mexico","61+","1/1/2015",67
"25159","Brazil","Total","1/1/2015",1045
"25160","Brazil","0-20","1/1/2015",42
"25161","Brazil","21-30","1/1/2015",173
"25162","Brazil","31-40","1/1/2015",258
"25163","Brazil","41-50","1/1/2015",171
"25164","Brazil","51-60","1/1/2015",96
"25165","Brazil","61+","1/1/2015",112
"25166","United Kingdom","Total","1/1/2015",10346
"25167","United Kingdom","0-20","1/1/2015",311
"25168","United Kingdom","21-30","1/1/2015",1482
"25169","United Kingdom","31-40","1/1/2015",1908
"25170","United Kingdom","41-50","1/1/2015",2142
"25171","United Kingdom","51-60","1/1/2015",2204
"25172","United Kingdom","61+","1/1/2015",1303
"25173","Germany","Total","1/1/2015",8953
"25174","Germany","0-20","1/1/2015",204
"25175","Germany","21-30","1/1/2015",1359
"25176","Germany","31-40","1/1/2015",1879
"25177","Germany","41-50","1/1/2015",2468
"25178","Germany","51-60","1/1/2015",1765
"25179","Germany","61+","1/1/2015",627
"25180","France","Total","1/1/2015",6784
"25181","France","0-20","1/1/2015",340
"25182","France","21-30","1/1/2015",1387
"25183","France","31-40","1/1/2015",1656
"25184","France","41-50","1/1/2015",1615
"25185","France","51-60","1/1/2015",968
"25186","France","61+","1/1/2015",384
"25187","Netherlands","Total","1/1/2015",2633
"25188","Netherlands","0-20","1/1/2015",100
"25189","Netherlands","21-30","1/1/2015",461
"25190","Netherlands","31-40","1/1/2015",458
"25191","Netherlands","41-50","1/1/2015",580
"25192","Netherlands","51-60","1/1/2015",474
"25193","Netherlands","61+","1/1/2015",166
"25194","Sweden","Total","1/1/2015",1561
"25195","Sweden","0-20","1/1/2015",61
"25196","Sweden","21-30","1/1/2015",332
"25197","Sweden","31-40","1/1/2015",313
"25198","Sweden","41-50","1/1/2015",381
"25199","Sweden","51-60","1/1/2015",267
"25200","Sweden","61+","1/1/2015",169
"25201","Switzerland","Total","1/1/2015",1135
"25202","Switzerland","0-20","1/1/2015",32
"25203","Switzerland","21-30","1/1/2015",182
"25204","Switzerland","31-40","1/1/2015",219
"25205","Switzerland","41-50","1/1/2015",227
"25206","Switzerland","51-60","1/1/2015",273
"25207","Switzerland","61+","1/1/2015",181
"25208","Itary","Total","1/1/2015",4598
"25209","Itary","0-20","1/1/2015",49
"25210","Itary","21-30","1/1/2015",455
"25211","Itary","31-40","1/1/2015",865
"25212","Itary","41-50","1/1/2015",1007
"25213","Itary","51-60","1/1/2015",594
"25214","Itary","61+","1/1/2015",220
"25215","Denmark","Total","1/1/2015",978
"25216","Denmark","0-20","1/1/2015",15
"25217","Denmark","21-30","1/1/2015",154
"25218","Denmark","31-40","1/1/2015",152
"25219","Denmark","41-50","1/1/2015",271
"25220","Denmark","51-60","1/1/2015",219
"25221","Denmark","61+","1/1/2015",59
"25222","Norway","Total","1/1/2015",1452
"25223","Norway","0-20","1/1/2015",79
"25224","Norway","21-30","1/1/2015",235
"25225","Norway","31-40","1/1/2015",268
"25226","Norway","41-50","1/1/2015",361
"25227","Norway","51-60","1/1/2015",323
"25228","Norway","61+","1/1/2015",142
"25229","Belgium","Total","1/1/2015",935
"25230","Belgium","0-20","1/1/2015",31
"25231","Belgium","21-30","1/1/2015",160
"25232","Belgium","31-40","1/1/2015",201
"25233","Belgium","41-50","1/1/2015",238
"25234","Belgium","51-60","1/1/2015",177
"25235","Belgium","61+","1/1/2015",61
"25236","Austria","Total","1/1/2015",908
"25237","Austria","0-20","1/1/2015",15
"25238","Austria","21-30","1/1/2015",152
"25239","Austria","31-40","1/1/2015",198
"25240","Austria","41-50","1/1/2015",205
"25241","Austria","51-60","1/1/2015",157
"25242","Austria","61+","1/1/2015",72
"25243","Spain","Total","1/1/2015",1918
"25244","Spain","0-20","1/1/2015",38
"25245","Spain","21-30","1/1/2015",349
"25246","Spain","31-40","1/1/2015",569
"25247","Spain","41-50","1/1/2015",480
"25248","Spain","51-60","1/1/2015",205
"25249","Spain","61+","1/1/2015",105
"25250","Greece","Total","1/1/2015",788
"25251","Greece","0-20","1/1/2015",8
"25252","Greece","21-30","1/1/2015",62
"25253","Greece","31-40","1/1/2015",157
"25254","Greece","41-50","1/1/2015",100
"25255","Greece","51-60","1/1/2015",95
"25256","Greece","61+","1/1/2015",50
"25257","Portugal","Total","1/1/2015",793
"25258","Portugal","0-20","1/1/2015",29
"25259","Portugal","21-30","1/1/2015",140
"25260","Portugal","31-40","1/1/2015",184
"25261","Portugal","41-50","1/1/2015",123
"25262","Portugal","51-60","1/1/2015",147
"25263","Portugal","61+","1/1/2015",60
"25264","Finland","Total","1/1/2015",988
"25265","Finland","0-20","1/1/2015",30
"25266","Finland","21-30","1/1/2015",160
"25267","Finland","31-40","1/1/2015",187
"25268","Finland","41-50","1/1/2015",188
"25269","Finland","51-60","1/1/2015",168
"25270","Finland","61+","1/1/2015",50
"25271","Ireland","Total","1/1/2015",584
"25272","Ireland","0-20","1/1/2015",8
"25273","Ireland","21-30","1/1/2015",110
"25274","Ireland","31-40","1/1/2015",170
"25275","Ireland","41-50","1/1/2015",135
"25276","Ireland","51-60","1/1/2015",80
"25277","Ireland","61+","1/1/2015",31
"25278","Ukraine","Total","1/1/2015",2113
"25279","Ukraine","0-20","1/1/2015",44
"25280","Ukraine","21-30","1/1/2015",267
"25281","Ukraine","31-40","1/1/2015",204
"25282","Ukraine","41-50","1/1/2015",141
"25283","Ukraine","51-60","1/1/2015",101
"25284","Ukraine","61+","1/1/2015",21
"25285","Russia","Total","1/1/2015",16472
"25286","Russia","0-20","1/1/2015",1019
"25287","Russia","21-30","1/1/2015",2714
"25288","Russia","31-40","1/1/2015",3262
"25289","Russia","41-50","1/1/2015",2660
"25290","Russia","51-60","1/1/2015",1997
"25291","Russia","61+","1/1/2015",848
"25292","Croatia","Total","1/1/2015",597
"25293","Croatia","0-20","1/1/2015",7
"25294","Croatia","21-30","1/1/2015",64
"25295","Croatia","31-40","1/1/2015",97
"25296","Croatia","41-50","1/1/2015",82
"25297","Croatia","51-60","1/1/2015",47
"25298","Croatia","61+","1/1/2015",11
"25299","Romania","Total","1/1/2015",1166
"25300","Romania","0-20","1/1/2015",9
"25301","Romania","21-30","1/1/2015",93
"25302","Romania","31-40","1/1/2015",156
"25303","Romania","41-50","1/1/2015",116
"25304","Romania","51-60","1/1/2015",56
"25305","Romania","61+","1/1/2015",24
"25306","Bulgaria","Total","1/1/2015",534
"25307","Bulgaria","0-20","1/1/2015",2
"25308","Bulgaria","21-30","1/1/2015",39
"25309","Bulgaria","31-40","1/1/2015",52
"25310","Bulgaria","41-50","1/1/2015",33
"25311","Bulgaria","51-60","1/1/2015",56
"25312","Bulgaria","61+","1/1/2015",7
"25313","Poland","Total","1/1/2015",1059
"25314","Poland","0-20","1/1/2015",13
"25315","Poland","21-30","1/1/2015",213
"25316","Poland","31-40","1/1/2015",279
"25317","Poland","41-50","1/1/2015",130
"25318","Poland","51-60","1/1/2015",99
"25319","Poland","61+","1/1/2015",52
"25320","Australia","Total","1/1/2015",9759
"25321","Australia","0-20","1/1/2015",1217
"25322","Australia","21-30","1/1/2015",1499
"25323","Australia","31-40","1/1/2015",1838
"25324","Australia","41-50","1/1/2015",1902
"25325","Australia","51-60","1/1/2015",1665
"25326","Australia","61+","1/1/2015",1337
"25327","New Zealand","Total","1/1/2015",2151
"25328","New Zealand","0-20","1/1/2015",267
"25329","New Zealand","21-30","1/1/2015",424
"25330","New Zealand","31-40","1/1/2015",416
"25331","New Zealand","41-50","1/1/2015",350
"25332","New Zealand","51-60","1/1/2015",367
"25333","New Zealand","61+","1/1/2015",222
"25334","South Africa Union","Total","1/1/2015",629
"25335","South Africa Union","0-20","1/1/2015",10
"25336","South Africa Union","21-30","1/1/2015",95
"25337","South Africa Union","31-40","1/1/2015",147
"25338","South Africa Union","41-50","1/1/2015",124
"25339","South Africa Union","51-60","1/1/2015",86
"25340","South Africa Union","61+","1/1/2015",24
"25341","Total","Total","1/1/2015",1150074
"25342","Total","0-20","1/1/2015",56018
"25343","Total","21-30","1/1/2015",251276
"25344","Total","31-40","1/1/2015",237342
"25345","Total","41-50","1/1/2015",195128
"25346","Total","51-60","1/1/2015",177401
"25347","Total","61+","1/1/2015",117350
"25348","Japan","Total","1/1/2015",159877
"25349","Japan","0-20","1/1/2015",14384
"25350","Japan","21-30","1/1/2015",30070
"25351","Japan","31-40","1/1/2015",29438
"25352","Japan","41-50","1/1/2015",36113
"25353","Japan","51-60","1/1/2015",28408
"25354","Japan","61+","1/1/2015",19706
"25355","Taiwan","Total","1/1/2015",49494
"25356","Taiwan","0-20","1/1/2015",4541
"25357","Taiwan","21-30","1/1/2015",13313
"25358","Taiwan","31-40","1/1/2015",15900
"25359","Taiwan","41-50","1/1/2015",7970
"25360","Taiwan","51-60","1/1/2015",4696
"25361","Taiwan","61+","1/1/2015",2448
"25362","Hong Kong","Total","1/1/2015",54753
"25363","Hong Kong","0-20","1/1/2015",11046
"25364","Hong Kong","21-30","1/1/2015",11588
"25365","Hong Kong","31-40","1/1/2015",11092
"25366","Hong Kong","41-50","1/1/2015",11567
"25367","Hong Kong","51-60","1/1/2015",6395
"25368","Hong Kong","61+","1/1/2015",2491
"25369","Thailand","Total","1/1/2015",44140
"25370","Thailand","0-20","1/1/2015",5675
"25371","Thailand","21-30","1/1/2015",11363
"25372","Thailand","31-40","1/1/2015",10592
"25373","Thailand","41-50","1/1/2015",6527
"25374","Thailand","51-60","1/1/2015",4088
"25375","Thailand","61+","1/1/2015",1824
"25376","Malaysia","Total","1/1/2015",32143
"25377","Malaysia","0-20","1/1/2015",8719
"25378","Malaysia","21-30","1/1/2015",6312
"25379","Malaysia","31-40","1/1/2015",5980
"25380","Malaysia","41-50","1/1/2015",5660
"25381","Malaysia","51-60","1/1/2015",2905
"25382","Malaysia","61+","1/1/2015",1134
"25383","Philippines","Total","1/1/2015",33009
"25384","Philippines","0-20","1/1/2015",2523
"25385","Philippines","21-30","1/1/2015",4019
"25386","Philippines","31-40","1/1/2015",3662
"25387","Philippines","41-50","1/1/2015",2697
"25388","Philippines","51-60","1/1/2015",1744
"25389","Philippines","61+","1/1/2015",585
"25390","Indonesia","Total","1/1/2015",20557
"25391","Indonesia","0-20","1/1/2015",3405
"25392","Indonesia","21-30","1/1/2015",3371
"25393","Indonesia","31-40","1/1/2015",3123
"25394","Indonesia","41-50","1/1/2015",2797
"25395","Indonesia","51-60","1/1/2015",1495
"25396","Indonesia","61+","1/1/2015",701
"25397","Singapore","Total","1/1/2015",27334
"25398","Singapore","0-20","1/1/2015",7323
"25399","Singapore","21-30","1/1/2015",5373
"25400","Singapore","31-40","1/1/2015",3907
"25401","Singapore","41-50","1/1/2015",5326
"25402","Singapore","51-60","1/1/2015",2993
"25403","Singapore","61+","1/1/2015",1208
"25404","Myanmar","Total","1/1/2015",5255
"25405","Myanmar","0-20","1/1/2015",97
"25406","Myanmar","21-30","1/1/2015",1036
"25407","Myanmar","31-40","1/1/2015",639
"25408","Myanmar","41-50","1/1/2015",283
"25409","Myanmar","51-60","1/1/2015",77
"25410","Myanmar","61+","1/1/2015",20
"25411","Vietnam","Total","1/1/2015",11816
"25412","Vietnam","0-20","1/1/2015",1004
"25413","Vietnam","21-30","1/1/2015",2834
"25414","Vietnam","31-40","1/1/2015",2325
"25415","Vietnam","41-50","1/1/2015",1478
"25416","Vietnam","51-60","1/1/2015",1034
"25417","Vietnam","61+","1/1/2015",376
"25418","India","Total","1/1/2015",8863
"25419","India","0-20","1/1/2015",253
"25420","India","21-30","1/1/2015",1175
"25421","India","31-40","1/1/2015",1567
"25422","India","41-50","1/1/2015",861
"25423","India","51-60","1/1/2015",374
"25424","India","61+","1/1/2015",156
"25425","Sri Lanka","Total","1/1/2015",1407
"25426","Sri Lanka","0-20","1/1/2015",45
"25427","Sri Lanka","21-30","1/1/2015",606
"25428","Sri Lanka","31-40","1/1/2015",365
"25429","Sri Lanka","41-50","1/1/2015",70
"25430","Sri Lanka","51-60","1/1/2015",32
"25431","Sri Lanka","61+","1/1/2015",9
"25432","Pakistan","Total","1/1/2015",948
"25433","Pakistan","0-20","1/1/2015",49
"25434","Pakistan","21-30","1/1/2015",300
"25435","Pakistan","31-40","1/1/2015",359
"25436","Pakistan","41-50","1/1/2015",133
"25437","Pakistan","51-60","1/1/2015",41
"25438","Pakistan","61+","1/1/2015",18
"25439","Bangladesh","Total","1/1/2015",1055
"25440","Bangladesh","0-20","1/1/2015",43
"25441","Bangladesh","21-30","1/1/2015",416
"25442","Bangladesh","31-40","1/1/2015",295
"25443","Bangladesh","41-50","1/1/2015",87
"25444","Bangladesh","51-60","1/1/2015",41
"25445","Bangladesh","61+","1/1/2015",12
"25446","Mongolia","Total","1/1/2015",5974
"25447","Mongolia","0-20","1/1/2015",683
"25448","Mongolia","21-30","1/1/2015",1588
"25449","Mongolia","31-40","1/1/2015",1715
"25450","Mongolia","41-50","1/1/2015",1161
"25451","Mongolia","51-60","1/1/2015",590
"25452","Mongolia","61+","1/1/2015",216
"25453","China","Total","1/1/2015",465218
"25454","China","0-20","1/1/2015",24878
"25455","China","21-30","1/1/2015",143742
"25456","China","31-40","1/1/2015",102407
"25457","China","41-50","1/1/2015",65540
"25458","China","51-60","1/1/2015",60851
"25459","China","61+","1/1/2015",33711
"25460","Iran","Total","1/1/2015",321
"25461","Iran","0-20","1/1/2015",18
"25462","Iran","21-30","1/1/2015",65
"25463","Iran","31-40","1/1/2015",102
"25464","Iran","41-50","1/1/2015",71
"25465","Iran","51-60","1/1/2015",41
"25466","Iran","61+","1/1/2015",12
"25467","Israel","Total","1/1/2015",831
"25468","Israel","0-20","1/1/2015",49
"25469","Israel","21-30","1/1/2015",71
"25470","Israel","31-40","1/1/2015",170
"25471","Israel","41-50","1/1/2015",166
"25472","Israel","51-60","1/1/2015",124
"25473","Israel","61+","1/1/2015",215
"25474","Turkey","Total","1/1/2015",1478
"25475","Turkey","0-20","1/1/2015",34
"25476","Turkey","21-30","1/1/2015",222
"25477","Turkey","31-40","1/1/2015",272
"25478","Turkey","41-50","1/1/2015",197
"25479","Turkey","51-60","1/1/2015",64
"25480","Turkey","61+","1/1/2015",23
"25481","Uzbekistan","Total","1/1/2015",4138
"25482","Uzbekistan","0-20","1/1/2015",257
"25483","Uzbekistan","21-30","1/1/2015",1346
"25484","Uzbekistan","31-40","1/1/2015",1229
"25485","Uzbekistan","41-50","1/1/2015",641
"25486","Uzbekistan","51-60","1/1/2015",305
"25487","Uzbekistan","61+","1/1/2015",103
"25488","Kazakhstan","Total","1/1/2015",2155
"25489","Kazakhstan","0-20","1/1/2015",264
"25490","Kazakhstan","21-30","1/1/2015",613
"25491","Kazakhstan","31-40","1/1/2015",480
"25492","Kazakhstan","41-50","1/1/2015",305
"25493","Kazakhstan","51-60","1/1/2015",224
"25494","Kazakhstan","61+","1/1/2015",153
"25495","USA","Total","1/1/2015",57580
"25496","USA","0-20","1/1/2015",8949
"25497","USA","21-30","1/1/2015",11466
"25498","USA","31-40","1/1/2015",9182
"25499","USA","41-50","1/1/2015",10043
"25500","USA","51-60","1/1/2015",9379
"25501","USA","61+","1/1/2015",5262
"25502","Canada","Total","1/1/2015",11033
"25503","Canada","0-20","1/1/2015",1430
"25504","Canada","21-30","1/1/2015",2544
"25505","Canada","31-40","1/1/2015",1848
"25506","Canada","41-50","1/1/2015",1866
"25507","Canada","51-60","1/1/2015",1843
"25508","Canada","61+","1/1/2015",902
"25509","Mexico","Total","1/1/2015",785
"25510","Mexico","0-20","1/1/2015",66
"25511","Mexico","21-30","1/1/2015",252
"25512","Mexico","31-40","1/1/2015",163
"25513","Mexico","41-50","1/1/2015",97
"25514","Mexico","51-60","1/1/2015",64
"25515","Mexico","61+","1/1/2015",29
"25516","Brazil","Total","1/1/2015",1008
"25517","Brazil","0-20","1/1/2015",145
"25518","Brazil","21-30","1/1/2015",248
"25519","Brazil","31-40","1/1/2015",187
"25520","Brazil","41-50","1/1/2015",120
"25521","Brazil","51-60","1/1/2015",72
"25522","Brazil","61+","1/1/2015",32
"25523","United Kingdom","Total","1/1/2015",7944
"25524","United Kingdom","0-20","1/1/2015",841
"25525","United Kingdom","21-30","1/1/2015",1430
"25526","United Kingdom","31-40","1/1/2015",1563
"25527","United Kingdom","41-50","1/1/2015",1479
"25528","United Kingdom","51-60","1/1/2015",1365
"25529","United Kingdom","61+","1/1/2015",559
"25530","Germany","Total","1/1/2015",6113
"25531","Germany","0-20","1/1/2015",483
"25532","Germany","21-30","1/1/2015",1250
"25533","Germany","31-40","1/1/2015",1244
"25534","Germany","41-50","1/1/2015",1233
"25535","Germany","51-60","1/1/2015",928
"25536","Germany","61+","1/1/2015",367
"25537","France","Total","1/1/2015",5505
"25538","France","0-20","1/1/2015",605
"25539","France","21-30","1/1/2015",1282
"25540","France","31-40","1/1/2015",1224
"25541","France","41-50","1/1/2015",1016
"25542","France","51-60","1/1/2015",696
"25543","France","61+","1/1/2015",287
"25544","Netherlands","Total","1/1/2015",1811
"25545","Netherlands","0-20","1/1/2015",137
"25546","Netherlands","21-30","1/1/2015",339
"25547","Netherlands","31-40","1/1/2015",268
"25548","Netherlands","41-50","1/1/2015",340
"25549","Netherlands","51-60","1/1/2015",263
"25550","Netherlands","61+","1/1/2015",108
"25551","Sweden","Total","1/1/2015",1062
"25552","Sweden","0-20","1/1/2015",109
"25553","Sweden","21-30","1/1/2015",277
"25554","Sweden","31-40","1/1/2015",206
"25555","Sweden","41-50","1/1/2015",208
"25556","Sweden","51-60","1/1/2015",160
"25557","Sweden","61+","1/1/2015",61
"25558","Switzerland","Total","1/1/2015",746
"25559","Switzerland","0-20","1/1/2015",61
"25560","Switzerland","21-30","1/1/2015",175
"25561","Switzerland","31-40","1/1/2015",156
"25562","Switzerland","41-50","1/1/2015",145
"25563","Switzerland","51-60","1/1/2015",118
"25564","Switzerland","61+","1/1/2015",60
"25565","Itary","Total","1/1/2015",3013
"25566","Itary","0-20","1/1/2015",120
"25567","Itary","21-30","1/1/2015",335
"25568","Itary","31-40","1/1/2015",486
"25569","Itary","41-50","1/1/2015",507
"25570","Itary","51-60","1/1/2015",283
"25571","Itary","61+","1/1/2015",102
"25572","Denmark","Total","1/1/2015",689
"25573","Denmark","0-20","1/1/2015",48
"25574","Denmark","21-30","1/1/2015",136
"25575","Denmark","31-40","1/1/2015",80
"25576","Denmark","41-50","1/1/2015",163
"25577","Denmark","51-60","1/1/2015",103
"25578","Denmark","61+","1/1/2015",43
"25579","Norway","Total","1/1/2015",982
"25580","Norway","0-20","1/1/2015",73
"25581","Norway","21-30","1/1/2015",200
"25582","Norway","31-40","1/1/2015",210
"25583","Norway","41-50","1/1/2015",203
